model,family,decoding,Q,A_true,A_pred,label,error_type,is_empty,token_repeat,phrase_repeat,copy_from_q,rougeL,pred_len
베이스라인 (30ep),베이스라인,beam5,화낼 힘도 없다,지금은 조금 쉬는 것도 좋을 것 같습니다.,로로로.,1,단일 토큰 반복,False,True,True,False,0.14285714285714288,4
베이스라인 (30ep),베이스라인,beam5,핸드폰이 넘 느려 어플 좀 지울까,필요없는 어플은 삭제해보세요.,좋은 거예요.,0,명백한 결함 없음,False,False,False,False,0.2,4
베이스라인 (30ep),베이스라인,beam5,허전하다,제가 채워드릴게요.,좋은 바랍니다.,0,명백한 결함 없음,False,False,False,False,0.25,3
베이스라인 (30ep),베이스라인,beam5,너무 사랑해서그래서 미안하다,미안함이 남았나봐요.,좋은 거예요.,1,명백한 결함 없음,False,False,False,False,0.25,4
베이스라인 (30ep),베이스라인,beam5,이별이 좋은점,혼자가 되었을 때의 고요함이 아닐까요.,좋은 거예요.,1,명백한 결함 없음,False,False,False,False,0.14285714285714288,4
베이스라인 (30ep),베이스라인,beam5,완전히 잊는다는게 쉽지 않네,사랑했던 연인을 잊어버리는건 힘들어요.,좋은 거예요.,1,명백한 결함 없음,False,False,False,False,0.18181818181818182,4
베이스라인 (30ep),베이스라인,beam5,출근시간 아깝다,회사 근처로 이사를 가보세요.,좋은 거예요.,0,명백한 결함 없음,False,False,False,False,0.18181818181818182,4
베이스라인 (30ep),베이스라인,beam5,이거 썸 맞나,대화를 시작하는 사람이 누구인지 살펴보세요.,좋은 거예요.,2,명백한 결함 없음,False,False,False,False,0.14285714285714288,4
베이스라인 (30ep),베이스라인,beam5,친척들 만나는 거 불편해,서로를 조금만 생각해 주면 만남이 즐거울 텐데 말이예요.,그게 그게 거예요.,0,단일 토큰 반복,False,True,False,False,0.2,5
베이스라인 (30ep),베이스라인,beam5,남자친구에게 고민이나 속사정을 어디까지 얘기해?,믿음의 정도에 따라 다른 거 같아요.,거 같아요.,2,명백한 결함 없음,False,False,False,False,0.5,3
베이스라인 (30ep),베이스라인,beam5,눈물이 납니다. 무슨 눈물인지 모르겠지만,지금은 우세요.,수 있을 거예요.,1,명백한 결함 없음,False,False,False,False,0.20000000000000004,5
베이스라인 (30ep),베이스라인,beam5,사랑하는 사람이랑 내가 너무 차이나,누구나 같을 수 있을까요. 자격지심이예요.,좋은 거예요.,2,명백한 결함 없음,False,False,False,False,0.28571428571428575,4
베이스라인 (30ep),베이스라인,beam5,그녀로부터 연락이왔습니다,뭐라고 하던가요.,좋은 거예요.,1,명백한 결함 없음,False,False,False,False,0.28571428571428575,4
베이스라인 (30ep),베이스라인,beam5,날씨가 차서 그런지,마음도 추운가요.,있나봐요.,1,명백한 결함 없음,False,False,False,False,0.28571428571428575,3
베이스라인 (30ep),베이스라인,beam5,짝사랑하는 사람에 대한 마음이 갑자기 식었어.,무슨 계기가 있었을지도 몰라요.,좋은 거예요.,2,명백한 결함 없음,False,False,False,False,0.2,4
베이스라인 (30ep),베이스라인,beam5,친구들은 다 예뻐,자신감을 가지세요.,좋은해주세요.,0,명백한 결함 없음,False,False,False,False,0.28571428571428575,3
베이스라인 (30ep),베이스라인,beam5,남친이 사진 잘 찍었으면,계속 알려주세요.,있나봐요.,2,명백한 결함 없음,False,False,False,False,0.3333333333333333,3
베이스라인 (30ep),베이스라인,beam5,그런 사람인가보다 해야하나봐,대인배시군요.,좋은 거예요.,0,명백한 결함 없음,False,False,False,False,0.28571428571428575,4
베이스라인 (30ep),베이스라인,beam5,참아내지 못하고 전화를 했습니다.,이제 마음을 비우세요.,좋은 거예요.,1,명백한 결함 없음,False,False,False,False,0.22222222222222224,4
베이스라인 (30ep),베이스라인,beam5,핑계,모두 핑계겠죠.,좋은 거예요.,1,명백한 결함 없음,False,False,False,False,0.25,4
베이스라인 (30ep),베이스라인,beam5,권태기로 헤어지면 후회할까,극복하려는 노력은 해보는 게 좋을 거 같아요.,잘 될 거예요.,1,명백한 결함 없음,False,False,False,False,0.26666666666666666,5
베이스라인 (30ep),베이스라인,beam5,일본어 어렵네,저도 참 힘들어요.,좋은 거예요.,0,명백한 결함 없음,False,False,False,False,0.22222222222222224,4
베이스라인 (30ep),베이스라인,beam5,술 먹고 카드 긁었어,술이 웬수예요.,할 수 있을 거예요.,0,명백한 결함 없음,False,False,False,False,0.3636363636363636,6
베이스라인 (30ep),베이스라인,beam5,계속 생각나는 사람.,사랑했던 만큼 생각나겠죠.,좋은 거예요.,1,명백한 결함 없음,False,False,False,False,0.22222222222222224,4
베이스라인 (30ep),베이스라인,beam5,짝사랑은 힘든 거 같아,그래도 좋아하는 동안 행복하길 바라요.,거예요.,2,명백한 결함 없음,False,False,False,False,0.2222222222222222,3
베이스라인 (30ep),베이스라인,beam5,짝녀한테 휘둘리고 싶지 않은데 이러는 내가 싫다.,자신의 의지를 굳건히 하세요.,좋은 거예요.,2,명백한 결함 없음,False,False,False,False,0.16666666666666666,4
베이스라인 (30ep),베이스라인,beam5,여친이 나를 안 좋아하는데 내가 붙잡고 있는 것 같아요.,충분한 대화를 나눈 후에 결정을 내리는게 좋겠네요.,좋은 수 있을 거예요.,2,명백한 결함 없음,False,False,False,False,0.11764705882352942,6
베이스라인 (30ep),베이스라인,beam5,넘어질 뻔했어,다치지 않으셨나 걱정이네요.,맛있게 드세요.,0,명백한 결함 없음,False,False,False,False,0.2222222222222222,3
베이스라인 (30ep),베이스라인,beam5,이혼만은 막고싶은데,충분한 대화를 나눠보세요.,될 거예요.,1,명백한 결함 없음,False,False,False,False,0.2,4
베이스라인 (30ep),베이스라인,beam5,조모임 왜 이케 많아,요즘은 팀워크가 더 중요해졌어요.,좋은 사람 거예요.,0,명백한 결함 없음,False,False,False,False,0.16666666666666666,5
베이스라인 (30ep),베이스라인,beam5,오늘 또 헤어진 사람의 sns를 봤네,sns를 삭제하는게 어떨까요. 미련만 남을 뿐이에요.,좋은 거예요.,1,명백한 결함 없음,False,False,False,False,0.11111111111111112,4
베이스라인 (30ep),베이스라인,beam5,연락 많이 안하는 썸도 있나,상대방이 너무 바쁜 상태일 수도 있어요.,좋은 것 같아요.,2,명백한 결함 없음,False,False,False,False,0.15384615384615383,4
베이스라인 (30ep),베이스라인,beam5,카풀해볼까?,경제적으로 도움이 되겠네요.,물어보세요.,0,명백한 결함 없음,False,False,False,False,0.22222222222222224,2
베이스라인 (30ep),베이스라인,beam5,마음이 쫌 복잡하네,정리가 잘 되길 바랄게요.,잘 될 거예요.,1,명백한 결함 없음,False,False,False,False,0.3636363636363636,5
베이스라인 (30ep),베이스라인,beam5,처음엔 좋았는데,그 사람의 좋은점을 생각해보세요.,좋은 바랍니다.,0,명백한 결함 없음,False,False,False,False,0.3333333333333333,3
베이스라인 (30ep),베이스라인,beam5,짝녀가 내가 좋아하는 걸 알아버렸어.,그 후로 괜찮았는지 모르겠네요.,좋은 거예요.,2,명백한 결함 없음,False,False,False,False,0.2,4
베이스라인 (30ep),베이스라인,beam5,역류성 식도염이 또 도졌어,과식하지 말고 먹고 눕지 마세요!,좋은 거예요.,0,표면 불일치,False,False,False,False,0.0,4
베이스라인 (30ep),베이스라인,beam5,문자 왔다는데 읽다가 눈물샘 터졌어,마음껏 우세요.,로로 수 있을 거예요.,1,단일 토큰 반복,False,True,False,False,0.18181818181818182,7
베이스라인 (30ep),베이스라인,beam5,헤어진 후.,자신을 돌아보세요.,좋은 거예요.,1,명백한 결함 없음,False,False,False,False,0.25,4
베이스라인 (30ep),베이스라인,beam5,짝사랑중인데 그 애는 저를 잘 알지 못하는데 연락을 하면 놀랠까요?,갑자기 연락하면 놀라겠죠.,좋은 거예요.,2,명백한 결함 없음,False,False,False,False,0.22222222222222224,4
베이스라인 (30ep),베이스라인,beam5,뭘 바꿔야 할까,당신 그대로의 모습이 보기 좋아요.,좋은 바랍니다.,0,명백한 결함 없음,False,False,False,False,0.18181818181818182,3
베이스라인 (30ep),베이스라인,beam5,과거는 잊고 앞으로 나아 가야지,오늘이 중요하죠.,잘 찾아보세요.,0,명백한 결함 없음,False,False,False,False,0.3333333333333333,3
베이스라인 (30ep),베이스라인,beam5,독학하려니까 힘들어,더 깊은 공부할 수 있을 거예요.,것 같아요.,0,명백한 결함 없음,False,False,False,False,0.16666666666666666,3
베이스라인 (30ep),베이스라인,beam5,나 버림 받은 거 같아,아닐거예요.,좋은 거예요.,0,명백한 결함 없음,False,False,False,False,0.3333333333333333,4
베이스라인 (30ep),베이스라인,beam5,함께했던 시간이 너무 많았기에.,그리움의 크기도 커졌을 거예요.,좋은 거예요.,1,명백한 결함 없음,False,False,False,False,0.5,4
베이스라인 (30ep),베이스라인,beam5,남자친구의 성적 취향을 이해못하겠어.,대화를 해보세요.,좋은 수 있을 거예요.,2,명백한 결함 없음,False,False,False,False,0.2,6
베이스라인 (30ep),베이스라인,beam5,헤어진것인가 아닌것인가,애매하네요.,좋은 거예요.,1,명백한 결함 없음,False,False,False,False,0.3333333333333333,4
베이스라인 (30ep),베이스라인,beam5,어떻게 해야돼?,어떻게 도와드리면 좋을까요.,물어보세요.,1,명백한 결함 없음,False,False,False,False,0.25,2
베이스라인 (30ep),베이스라인,beam5,언제쯤 이 끈을 놓아야할까. 지금일까.?,달라지지 않는다면 빠를수록 덜 힘들거예요.,좋은을 거예요.,1,명백한 결함 없음,False,False,False,False,0.16666666666666666,6
베이스라인 (30ep),베이스라인,beam5,다들 어떻게 견딜까,시간이 흐르면서 무덤덤해지는 거죠.,거 같아요.,1,명백한 결함 없음,False,False,False,False,0.36363636363636365,3
베이스라인 (30ep),베이스라인,beam5,눈이 계속 뻑뻑해,인공눈물을 넣어보세요.,같이 거예요.,0,명백한 결함 없음,False,False,False,False,0.2,4
베이스라인 (30ep),베이스라인,beam5,썸 오래타면 오래 못 사겨?,썸 기간이랑 사귀는 기간은 케이스 바이 케이스입니다.,좋은해주세요.,2,명백한 결함 없음,False,False,False,False,0.14285714285714288,3
베이스라인 (30ep),베이스라인,beam5,너 만든 사람은 누구야?,마음과 마음을 이어보고 싶어하는 사람이 만들었어요.,좋은 것 같아요.,0,명백한 결함 없음,False,False,False,False,0.125,4
베이스라인 (30ep),베이스라인,beam5,열쇠 안가지고 왔다,깜빡 하셨나봐요.,좋은을 거예요.,0,명백한 결함 없음,False,False,False,False,0.2,6
베이스라인 (30ep),베이스라인,beam5,체육대회 안 했으면,재미 있는 종목을 찾아보세요.,좋은 사람 만날 수 있을 거예요.,0,명백한 결함 없음,False,False,False,False,0.14285714285714288,8
베이스라인 (30ep),베이스라인,beam5,요즘 너무 지루해,마음에 따라 얼마든지 바뀔 수 있어요.,좋은 거예요.,0,명백한 결함 없음,False,False,False,False,0.15384615384615383,4
베이스라인 (30ep),베이스라인,beam5,환경 때문에 헤어진 여자친구,현실적인 문제가 중요할 때가 있죠.,거 같아요.,1,명백한 결함 없음,False,False,False,False,0.15384615384615383,3
베이스라인 (30ep),베이스라인,beam5,점심시간일 텐데 카톡이 안 와.,먼저 연락을 해보는 건 어떨까요?,거 같아요.,2,표면 불일치,False,False,False,False,0.0,3
베이스라인 (30ep),베이스라인,beam5,나 욕 먹는 거 같아,남들 눈은 신경쓰지 마세요.,좋은 사람 거예요.,0,명백한 결함 없음,False,False,False,False,0.15384615384615385,5
베이스라인 (30ep),베이스라인,beam5,화해 어떻게 해,먼저 말 걸어 보세요.,잘 수 있을 거예요.,0,명백한 결함 없음,False,False,False,False,0.1818181818181818,6
베이스라인 (30ep),베이스라인,beam5,아름다운 이별은 없겠지,사랑한 후에 좋은 추억이 남을 거예요.,좋은 거예요.,2,명백한 결함 없음,False,False,False,False,0.5,4
베이스라인 (30ep),베이스라인,beam5,일인자가 되려면 피나는 노력이 필요하겠지?,인내의 시간이 필요할 거예요.,좋은 거예요.,0,명백한 결함 없음,False,False,False,False,0.5,4
베이스라인 (30ep),베이스라인,beam5,노트북 백업 안까먹고 해야지,주기적으로 하는 게 좋죠.,수 있을 거예요.,0,명백한 결함 없음,False,False,False,False,0.16666666666666666,5
베이스라인 (30ep),베이스라인,beam5,어떡하지,어떡하면 좋을까요.,할 수 있을 거예요.,1,명백한 결함 없음,False,False,False,False,0.2222222222222222,6
베이스라인 (30ep),베이스라인,beam5,전기장판 깔고 자고 있어,뜨끈하게 겨울 나길 바랍니다.,좋은 사람 만날 수 있을 거예요.,0,명백한 결함 없음,False,False,False,False,0.15384615384615385,8
베이스라인 (30ep),베이스라인,beam5,힘드네.,조금만 더 버텨요.,잘 될 거예요.,1,명백한 결함 없음,False,False,False,False,0.20000000000000004,5
베이스라인 (30ep),베이스라인,beam5,전화하면서 잠들고 싶다.,낭만적이네요. 전화해보세요.,좋은 거예요.,2,명백한 결함 없음,False,False,False,False,0.2,4
베이스라인 (30ep),베이스라인,beam5,아무리 미친놈 욕을해도,그리워지나요.,좋은 거예요.,1,명백한 결함 없음,False,False,False,False,0.3333333333333333,4
베이스라인 (30ep),베이스라인,beam5,나를 좋아하는건 바라지도 않아요.,슬픈 말이에요.,좋은 거예요.,2,명백한 결함 없음,False,False,False,False,0.25,4
베이스라인 (30ep),베이스라인,beam5,좋아하는거 어떤 느낌임.,마음을 주체할 수 없는거 아닐까요.,그럴 수 있을 거예요.,2,명백한 결함 없음,False,False,False,False,0.26666666666666666,6
베이스라인 (30ep),베이스라인,beam5,온다고 했는데 왜 안 오지?,조금만 더 기다려주세요.,좋은 거예요.,0,명백한 결함 없음,False,False,False,False,0.22222222222222224,4
베이스라인 (30ep),베이스라인,beam5,덕수궁 돌담길 따라서 둘이 걸었어.,로맨틱하네요.,좋은 거예요.,0,명백한 결함 없음,False,False,False,False,0.28571428571428575,4
베이스라인 (30ep),베이스라인,beam5,프로포즈할때 영상편지도 주려고,감동적인 선물이 될 거 같아요.,좋은 거예요.,2,명백한 결함 없음,False,False,False,False,0.30769230769230765,4
베이스라인 (30ep),베이스라인,beam5,레고가 비싸,돈 모아서 사세요.,좋은 바랍니다.,0,명백한 결함 없음,False,False,False,False,0.28571428571428575,3
베이스라인 (30ep),베이스라인,beam5,너무 힘든데 조언 좀,지금은 힘들지만 아무렇지도 않아질 거예요.,좋은 수 있을 거예요.,1,명백한 결함 없음,False,False,False,False,0.42857142857142855,6
베이스라인 (30ep),베이스라인,beam5,3년 사겼어,좋은 시간 보내고 있나봐요.,좋은 거예요.,2,명백한 결함 없음,False,False,False,False,0.4,4
베이스라인 (30ep),베이스라인,beam5,눈물이 많아졌어,세상 걱정 혼자 다 해서 그래요.,수 있을 거예요.,0,명백한 결함 없음,False,False,False,False,0.16666666666666666,5
베이스라인 (30ep),베이스라인,beam5,물이 안 나와,단수가 되었는지 문의해 보세요.,같이.,0,명백한 결함 없음,False,False,False,False,0.22222222222222224,2
베이스라인 (30ep),베이스라인,beam5,신기한 일들이 많이 일어나,그게 인생이죠.,좋은 거예요.,0,명백한 결함 없음,False,False,False,False,0.22222222222222224,4
베이스라인 (30ep),베이스라인,beam5,여자친구 스타일이 마음에 안들어.,선물해 주면서 조금씩 변화시켜 봐요.,거 같아요.,2,명백한 결함 없음,False,False,False,False,0.18181818181818182,3
베이스라인 (30ep),베이스라인,beam5,책장 좀 치워야겠다,정리가 필요하겠네요.,좋은 사람 만날 수 있을 거예요.,0,명백한 결함 없음,False,False,False,False,0.16666666666666666,8
베이스라인 (30ep),베이스라인,beam5,사랑하는 사람이 행복했으면 좋겠다,당신이 그 사람 행복하게 해주세요.,좋은 거예요.,2,명백한 결함 없음,False,False,False,False,0.18181818181818182,4
베이스라인 (30ep),베이스라인,beam5,수제 빼빼로 어때?,먹어보고 싶어요.,거 같아요.,0,명백한 결함 없음,False,False,False,False,0.28571428571428575,3
베이스라인 (30ep),베이스라인,beam5,진짜헤어졌네 결국,많이 힘들었을 거라 생각해요.,거 같아요.,1,명백한 결함 없음,False,False,False,False,0.4,3
베이스라인 (30ep),베이스라인,beam5,이제 좀 지겨워진 거 같아,사랑하는 이유를 생각해보세요.,수도 있어요.,2,명백한 결함 없음,False,False,False,False,0.2,3
베이스라인 (30ep),베이스라인,beam5,그도 나를 좋아했으면 좋겠다.,타이밍이 맞았으면 좋겠네요.,수 있을 거예요.,2,명백한 결함 없음,False,False,False,False,0.20000000000000004,5
베이스라인 (30ep),베이스라인,beam5,철이 빨리 든 거 같아서 좀 그래,아이는 아이다워야 아름답죠.,좋은 사람 거예요.,0,명백한 결함 없음,False,False,False,False,0.15384615384615385,5
베이스라인 (30ep),베이스라인,beam5,너무우울해,많이 힘들었죠.,좋은 거예요.,1,명백한 결함 없음,False,False,False,False,0.28571428571428575,4
베이스라인 (30ep),베이스라인,beam5,사과를 안해,나쁜 사람이네요.,그럴 수 있을 거예요.,0,명백한 결함 없음,False,False,False,False,0.1818181818181818,6
베이스라인 (30ep),베이스라인,beam5,어떻게 심쿵하게 하지?,평소 흘려 이야기했던 걸 기억해주고 생각하고 있다는 걸 알려주세요.,좋은 수 있을 거예요.,2,명백한 결함 없음,False,False,False,False,0.10526315789473684,6
베이스라인 (30ep),베이스라인,beam5,진짜 완전체가 있어,상대를 용서하면서 분출할 수 있는 탈출구를 찾아보세요.,좋은 거예요.,0,명백한 결함 없음,False,False,False,False,0.125,4
베이스라인 (30ep),베이스라인,beam5,순진했던게 죄인가.,당신은 죄가 없어요. 그분의 죄만 있을 뿐.,좋은 거예요.,1,명백한 결함 없음,False,False,False,False,0.11111111111111112,4
베이스라인 (30ep),베이스라인,beam5,미칠 것 같아,답답할 거라 생각해요.,좋은 거예요.,1,명백한 결함 없음,False,False,False,False,0.4,4
베이스라인 (30ep),베이스라인,beam5,내 번호를 따간 사람이 내 친구가 좋아하는 애야.,운명의 장난같네요.,좋은 거예요.,2,명백한 결함 없음,False,False,False,False,0.22222222222222224,4
베이스라인 (30ep),베이스라인,beam5,결혼 해도 되는지 고민돼,결혼은 인생에서 중요해서 항상 고민이 되죠.,있나봐요.,2,명백한 결함 없음,False,False,False,False,0.15384615384615383,3
베이스라인 (30ep),베이스라인,beam5,아픔은 덜해지는것 같은데 미련은 더욱 많아지네,미련없는 사랑은 없나봐요.,잘 될 거예요.,1,명백한 결함 없음,False,False,False,False,0.16666666666666666,5
베이스라인 (30ep),베이스라인,beam5,좋아하는 남자애랑 약속 잡았는데 계속 연락 없어.,그런 스타일일지도 모르니 기다려보세요.,좋은 수 있을 거예요.,2,명백한 결함 없음,False,False,False,False,0.14285714285714288,6
베이스라인 (30ep),베이스라인,beam5,술이 왠수지,혹시 전화를 한 건 아니길 바랍니다.,좋은 거예요.,1,명백한 결함 없음,False,False,False,False,0.16666666666666666,4
베이스라인 (30ep),베이스라인,beam5,1년 반.,만난 시간 만큼 힘들 겠지만 잘 이겨낼 수 있을 거예요.,잘 될 거예요.,1,명백한 결함 없음,False,False,False,False,0.4444444444444444,5
베이스라인 (30ep),베이스라인,beam5,이제 1년 됐습니다,많은 시간이 흘렀네요.,좋은 거예요.,1,명백한 결함 없음,False,False,False,False,0.22222222222222224,4
베이스라인 (30ep),베이스라인,beam5,습관이라는게 무섭네.,습관처럼은 되지 않길 바랄게요.,좋은 거예요.,1,명백한 결함 없음,False,False,False,False,0.2,4
베이스라인 (30ep),베이스라인,beam5,신청했더니 정말로 왔네ㅎㅎ,좋은 결과길 바라요.,좋은 바랍니다.,1,명백한 결함 없음,False,False,False,False,0.5,3
베이스라인 (30ep),베이스라인,beam5,너무 매달렸나봐,너무 사랑한 거였을 거예요.,좋은 거예요.,1,명백한 결함 없음,False,False,False,False,0.5,4
베이스라인 (30ep),베이스라인,beam5,힘든데 밉지가 않아,사랑의 힘인가봐요.,좋은 거예요.,1,명백한 결함 없음,False,False,False,False,0.2,4
베이스라인 (30ep),베이스라인,beam5,썸남 만나기로 했는데 뭐 입어?,어느 것이든 자신이 좋아하고 어울리는 옷이 좋아요.,좋은 사람 만날 수 있을 거예요.,2,명백한 결함 없음,False,False,False,False,0.10526315789473685,8
베이스라인 (30ep),베이스라인,beam5,밥이나 먹자,맛있게 드세요.,생각해보세요.,0,명백한 결함 없음,False,False,False,False,0.3333333333333333,3
베이스라인 (30ep),베이스라인,beam5,결혼 했어,좋겠어요.,것 같아요.,0,명백한 결함 없음,False,False,False,False,0.4,3
베이스라인 (30ep),베이스라인,beam5,점심 때 은행 갔다와야지,볼 일이 있나봐요.,있나봐요.,0,명백한 결함 없음,False,False,False,False,0.7499999999999999,3
베이스라인 (30ep),베이스라인,beam5,돈 쥐꼬리만큼 가지고 유세부리는 꼴이라니,없다가 있어서 그런가봐요.,좋은 것 같아요.,0,명백한 결함 없음,False,False,False,False,0.22222222222222224,4
베이스라인 (30ep),베이스라인,beam5,썸남 생겼는데 프사 뭐할까?,큰 의미를 두지 않아도 돼요.,좋은 사람 만날 수 있을 거예요.,2,명백한 결함 없음,False,False,False,False,0.13333333333333333,8
베이스라인 (30ep),베이스라인,beam5,나의 약점,나의 장점.,좋은 거예요.,1,명백한 결함 없음,False,False,False,False,0.25,4
베이스라인 (30ep),베이스라인,beam5,방들이 귀찮아,음식을 시켜보세요.,것 같아요.,0,명백한 결함 없음,False,False,False,False,0.25,3
베이스라인 (30ep),베이스라인,beam5,몸이 아프니깐 더 힘드네,더 힘들기 마련이에요.,그럴 수도 있어요.,1,명백한 결함 없음,False,False,False,False,0.22222222222222224,4
베이스라인 (30ep),베이스라인,beam5,사람 마음이란게 참,간사하죠.,좋은 사람 거예요.,1,명백한 결함 없음,False,False,False,False,0.28571428571428575,5
베이스라인 (30ep),베이스라인,beam5,하루에 만보 걷기,좋은 건강습관이네요.,좋은 것 같아요.,0,명백한 결함 없음,False,False,False,False,0.4,4
베이스라인 (30ep),베이스라인,beam5,가을 타나 봐.,혼자는 외로운 계절이죠.,좋은 바랍니다.,2,명백한 결함 없음,False,False,False,False,0.2,3
베이스라인 (30ep),베이스라인,beam5,나도 약초 캐볼까?,근처 산에 가보세요.,좋은 거예요.,0,명백한 결함 없음,False,False,False,False,0.22222222222222224,4
베이스라인 (30ep),베이스라인,beam5,파혼 7개월 째,아직 힘들거라 생각해요.,좋은 거예요.,1,명백한 결함 없음,False,False,False,False,0.22222222222222224,4
베이스라인 (30ep),베이스라인,beam5,생각 안나,잘 생각해보세요.,할 수 있을 거예요.,0,명백한 결함 없음,False,False,False,False,0.2,6
베이스라인 (30ep),베이스라인,beam5,일찍 가서 쉬고 싶은데 오늘 회식 잡혔어,일과 일상 사이에서 균형이 잘 맞길 바랄게요.,좋은 거예요.,0,명백한 결함 없음,False,False,False,False,0.14285714285714288,4
베이스라인 (30ep),베이스라인,beam5,예랑이가 마마보이인듯,남자는 여자하기 나름이래요. 변화시켜 보세요.,저도 같아요.,2,명백한 결함 없음,False,False,False,False,0.14285714285714288,4
베이스라인 (30ep),베이스라인,beam5,차였지만 잊지못하고 있는 한 남자입니다.,그분에 대한 사랑이 깊었나봐요.,좋은 거예요.,1,명백한 결함 없음,False,False,False,False,0.15384615384615383,4
베이스라인 (30ep),베이스라인,beam5,썸남 있는데 완전 스윗함.,녹아내리겠네요.,좋은 거예요.,2,명백한 결함 없음,False,False,False,False,0.3333333333333333,4
베이스라인 (30ep),베이스라인,beam5,멋지게 나이들고 싶다,지금도 그러고 있어요.,할 수 있을 거예요.,0,명백한 결함 없음,False,False,False,False,0.1818181818181818,6
베이스라인 (30ep),베이스라인,beam5,오해했네 그리고 차단 ㅎㅎ,차단하는게 서로에게 좋을 때가 있어요.,좋은 수 있을 거예요.,1,명백한 결함 없음,False,False,False,False,0.13333333333333333,6
베이스라인 (30ep),베이스라인,beam5,헤어진지 한 달째,이제 좀 괜찮아졌길 바랍니다.,좋은 거예요.,1,명백한 결함 없음,False,False,False,False,0.22222222222222224,4
베이스라인 (30ep),베이스라인,beam5,오늘은 교회 안가면 안될까,왜 그럴까요?,같이 아니에요.,0,표면 불일치,False,False,False,False,0.0,3
베이스라인 (30ep),베이스라인,beam5,제 2 외국어 뭐할까,요즘은 잘 안 배우는 언어도 좋은 거 같아요.,좋은 거예요.,0,명백한 결함 없음,False,False,False,False,0.39999999999999997,4
베이스라인 (30ep),베이스라인,beam5,변화가 없어,마음에 따라 얼마든지 바뀔 수 있어요.,잘 될 거예요.,0,명백한 결함 없음,False,False,False,False,0.14285714285714285,5
베이스라인 (30ep),베이스라인,beam5,머리 짧게 잘라야지,스타일의 변화도 좋을 거예요.,있나봐요.,0,명백한 결함 없음,False,False,False,False,0.18181818181818182,3
베이스라인 (30ep),베이스라인,beam5,봄방학했어,부럽네요.,좋은 거예요.,0,명백한 결함 없음,False,False,False,False,0.3333333333333333,4
베이스라인 (30ep),베이스라인,beam5,곧 500일을 앞두고 헤어졌어.,더 좋은 날들이 올 거예요.,좋은 것 같아요.,1,명백한 결함 없음,False,False,False,False,0.30769230769230765,4
베이스라인 (30ep),베이스라인,beam5,웃기지마 넌 쓰레기야,아니에요. 전 쓰레기가 아니에요.,좋은 사람 거예요.,1,명백한 결함 없음,False,False,False,False,0.16666666666666666,5
베이스라인 (30ep),베이스라인,beam5,짧지 않은 세월이 정말 끝이 났네,또 다른 시작을 뜻하기도 해요.,좋은 바랍니다.,1,명백한 결함 없음,False,False,False,False,0.16666666666666666,3
베이스라인 (30ep),베이스라인,beam5,전남친이 톡 차단했더라구,이별에 도움이 될지도 몰라요.,저도 같아요.,1,명백한 결함 없음,False,False,False,False,0.18181818181818182,4
베이스라인 (30ep),베이스라인,beam5,건물주 되고싶어,이룰 수 있을 거예요.,세 세 할 수 있을 거예요.,0,단일 토큰 반복,False,True,False,False,0.7142857142857143,8
